incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
23068775,11/30,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501081005,4              ,January 1st 2024 - October 3rd 2023 Crime News,11/30/23,8:15 AM,Assault,"Somerville Police responded to Canal Ln for report of a fight. Upon arrival, officers spoke with the victim who stated he was involved in a road rage incident with another male. During the argument, the other male brandished a knife. Officers identified the male suspect.",42.39716682183153,-71.09357770117175
23069071,12/1,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173513001000,3              ,January 1st 2024 - October 3rd 2023 Crime News,12/1/23,11:02 AM,Assault,"Somerville Police responded to the High School for report of unknown trouble. Upon arrival, officers were informed that a fight had occurred involving several juvenile females.",42.38678657149992,-71.09626282263741
23069126,12/1,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173514032005,1              ,January 1st 2024 - October 3rd 2023 Crime News,12/1/23,3:33 PM,Assault,"Somerville Police responded to Cross St for report of a fight. Upon arrival, officers were informed by a school principal that several juvenile females were involved in a fight.",42.386177982290995,-71.08638289581518
23069271,12/2,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173507012003,7              ,January 1st 2024 - October 3rd 2023 Crime News,12/2/23,9:24 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Conwell Ave for report of a suspicious person. Upon arrival, officers spoke with the victim who stated she was awoken by a noise by her door then noticed a male party running down the stairs. Nothing was reported missing.",42.408916103081964,-71.12812368263603
23069815,12/4,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173510013008,2              ,January 1st 2024 - October 3rd 2023 Crime News,12/4/23,9:05 PM,Assault,"Somerville Police responded to Somerville Ave & Beacon St for report of a past assault. Upon arrival, officers spoke with the victim who stated he was walking in the crosswalk and was almost struck by a vehicle. The victim then hit the vehicle with his umbrella and the operator exited and began punching him. The victim suffered injuries to his eye and finger.",42.38674928874864,-71.11502533659859
23070016,12/5,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173505002005,7              ,January 1st 2024 - October 3rd 2023 Crime News,12/5/23,7:26 PM,Assault,"Somerville Police responded to 167 Holland St for report of an assault with a knife. Upon arrival, officers spoke with the victim who stated while walking on Holland St, he was approached by two juvenile males and one of them brandished a knife. The victim continued walking and the juvenile with the knife followed him and began to slash at him. Both juveniles then fled the area on Blue Bikes. Shortly after, officers located both juveniles near the North St Housing. The juvenile who had the knife was stopped and identified. The other male was able to evade police. Officers recovered a folding knife hidden nearby.",42.40143987399837,-71.12533168636679
23070163,12/6,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512043002,2              ,January 1st 2024 - October 3rd 2023 Crime News,12/6/23,1:31 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Park St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated the house is under construction and various",42.38096446337231,-71.1061277057854
23070345,12/7,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173510012000,2              ,January 1st 2024 - October 3rd 2023 Crime News,12/7/23,8:35 AM,Assault,"Somerville Police responded to Somerville Ave & Mossland St for report of a past assault. Upon arrival, officers spoke with the victim who stated a female party was walking toward her and struck her in the",42.387334034936416,-71.11710886064884
23070464,12/7,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501061006,1              ,January 1st 2024 - October 3rd 2023 Crime News,12/7/23,6:58 PM,Assault,"Somerville Police responded to Canal St for report of a past assault. Upon arrival, officers spoke with the victim who stated he was involved in an altercation with a male party. During the altercation, the male suspect spit at him and punched him in the face multiple times. Officers identified the male",42.393844974200036,-71.07824773916923
23070592,12/8,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173509001008,6              ,January 1st 2024 - October 3rd 2023 Crime News,12/8/23,12:02 PM,Commercial Breaking & Entering,"Somerville Police responded to a business on Highland Ave for report of a past breaking and entering. Upon arrival, officers spoke with the owner who stated the back door was damaged and cash was",42.39477901687717,-71.11925474139575
23071020,12/10,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510011000,3              ,January 1st 2024 - October 3rd 2023 Crime News,12/10/23,1:14 PM,Residential Breaking & Entering,a female party reported a past breaking and entering at their residence on Oak Terrace. The victim stated she was asleep in her bedroom and heard a door shut. She then noticed cash and marijuana,42.387186521787285,-71.11226495103459
