Source,Case Number,Date,Time,Type,Description
August 1st 2022 - April 5th 2022 Crime News,22032235,6/8/22,8:41 PM,Assault,"a juvenile male entered the station with his parents and stated while walking down Walnut St with his friends, they were approached by a group of juvenile males. The juvenile victims were then punched and"
August 1st 2022 - April 5th 2022 Crime News,22033004,6/12/22,12:47 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Pennsylvania Ave for report of a drunk male who entered the apartment. Upon arrival, officers spoke with the victim who stated an intoxicated male entered his home then left after being told to leave. Officers located and identified the suspect on"
August 1st 2022 - April 5th 2022 Crime News,22033325,6/13/22,9:39 PM,Assault,"Somerville Police responded to Mt. Vernon St for report of a past assault. Upon arrival, officers spoke with the victim who stated while at the intersection of Broadway & Cross St, a male party ran past her and punched her in the stomach. The victim described the suspect as a 20-30 year old white male, with blonde or brown ""poofy"" hair and carrying a backpack."
August 1st 2022 - April 5th 2022 Crime News,22033320,6/13/22,8:56 PM,Assault,"Somerville Police responded to Wheatland St for report of a past assault. Upon arrival, officers spoke with the victim who stated while at the intersection of Fellsway & Jaques St, a male party came up behind her and grabbed her shoulders. The victim described the suspect as a 20-30 year old white male, around 5'8"", medium build with curly blonde hair, wearing a white shirt, black cargo pants, and carrying a bag."
August 1st 2022 - April 5th 2022 Crime News,22033077,6/12/22,7:23 PM,Attempted Residential Breaking and Entering,"Somerville Police responded to a residence on Webster Ave for a past attempted breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke her door to her bedroom in an"
August 1st 2022 - April 5th 2022 Crime News,22033002,6/12/22,11:50 AM,Assault,a male victim entered the station and stated that he was assaulted at a restaurant in the area of Broadway & Cutter St the night prior. The victim stated he went to use the bathroom and was choked from behind
August 1st 2022 - April 5th 2022 Crime News,22033021,6/12/22,2:21 PM,Assault,"Somerville Police responded to a business in the area of Beacon St & Eustis St for report of a fight. Upon arrival, officers spoke with the manager who stated two employees got into an argument then started"
August 1st 2022 - April 5th 2022 Crime News,22032971,6/12/22,9:03 AM,Arrest,"Somerville Police responded to the area of 160 Broadway for report of a male who was throwing rocks at a building. While en route, officers learned the same individual vandalized another nearby business as well as two motor vehicles. Officers located the male party nearby and he was placed"
August 1st 2022 - April 5th 2022 Crime News,22032937,6/12/22,12:54 AM,Arrest,"Somerville Police responded to a business in the area of Broadway & Dartmouth St for report of a breaking and entering in progress. Upon arrival, officers spoke with the reporting party who stated a male party smashed the storefront window with a stick then fled down Dartmouth St. Officers then searched the area and located the suspect nearby who was in possession of cash stolen from the business. He was then placed under arrest."
August 1st 2022 - April 5th 2022 Crime News,22030629,6/1/22,7:38 PM,Attempted Residential Breaking and Entering,"Somerville Police responded to a residence on Loring St. for a past attempted breaking and entering. Upon arrival, officers spoke with the victim who stated after returning home from work, he noticed damage to his rear door."
August 1st 2022 - April 5th 2022 Crime News,22030605,6/1/22,5:15 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Walnut St. for a past breaking and entering. Upon arrival, officers spoke with three residents of the apartment who stated that earlier in the day; they observed the front door damaged and a bedroom door open. Nothing was reported missing."
August 1st 2022 - April 5th 2022 Crime News,22030590,6/1/22,3:22 PM,Commercial Breaking and Entering,"Somerville Police responded to a business in the area of Beacon St. & Eustis St. for report of a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated that on 5/31/22, someone had broken into the business and stole cash from the register."
August 1st 2022 - April 5th 2022 Crime News,22031700,6/6/22,8:00 AM,Attempted Residential Breaking and Entering,"Somerville Police responded to a residence in the area of Highland Ave. & Walnut St. for a past attempted breaking and entering. Upon arrival, officers spoke with the victim who stated she woke up and noticed her window was open. The victim reported her cat had gone missing."
August 1st 2022 - April 5th 2022 Crime News,22031486,6/5/22,6:02 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Irving St. for a past breaking and entering. Upon arrival, officers spoke with the victim who stated he has video footage from 6/4/22 – 6/5/22 that shows three individuals enter his garage. Nothing"
August 1st 2022 - April 5th 2022 Crime News,22031115,6/3/22,11:54 PM,Assault,"Somerville Police responded to 63 Washington St. for report of an assault. Upon arrival, officers spoke with the victim who stated he got into an argument with his friend. During the argument, his friend punched him multiple times then struck him in the leg with a vehicle."
August 1st 2022 - April 5th 2022 Crime News,22031515,6/5/22,9:26 PM,Assault,"Somerville Police responded to 350 Broadway for a fight. Upon arrival, officers spoke with one of the victims who stated she was approached by a male outside of a store who began yelling and swearing at her. She then went to her vehicle and was followed by the male who attempted to spit on her. Shortly after, a male party intervened and the suspect attempted to punch him. Officers identified the male suspect. Assault Log May 18 to May 30 2022"
August 1st 2022 - April 5th 2022 Crime News,22027729,5/18/22,11:30 PM,Arrest,"Somerville Police responded to the area of Broadway & Autumn St after the victim reported a male party pulled a knife on him. Upon arrival, officers spoke with the victim who stated he was in a nearby restaurant then proceeded to walk home. Once he was outside his home, he was approached a male party who brandished a knife then threatened to kill him. Officers located the male suspect nearby and he was placed under arrest."
August 1st 2022 - April 5th 2022 Crime News,22029402,5/26/22,10:18 AM,Assault,"Somerville Police responded to Vernon St for a dispute. Upon arrival, officers learned that two male parties were involved in an argument following a traffic altercation. After speaking with both parties involved, officers learned that one of the male parties struck the other with his vehicle at which point the other male party punched him in return."
