"Incident Number","Day and Month Reported","Year Reported","Police Shift","Offense Code","Offense Type","Offense Definition","Offense Sub-Category","Offense Category","Block Code","Ward"
"22038050","7/8","2022","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512041001","2              "
"22039999","7/18","2022","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512032005","2              "
"22040244","7/19","2022","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061014","1              "
"22042608","8/1","2022","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173502022005","4              "
"22043394","8/5","2022","Day Shift (8AM - 4PM)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173501082003","4              "
"22044512","8/10","2022","First Half (4PM - Midnight)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173514033000","1              "
"22050223","9/5","2022","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173510013001","5              "
"22052913","9/17","2022","Day Shift (8AM - 4PM)","23D","Theft From Building","The unlawful taking of items from within a building which is either open to the general public or to which the offender has legal access.","Larceny/Theft Offenses","Crimes against Property","250173515002013","2              "
"22055780","9/30","2022","Day Shift (8AM - 4PM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173501061014","1              "
"22061031","10/24","2022","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512033000","2              "
"22069173","12/7","2022","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173502011008","4              "
"23000226","1/2","2023","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173507021014","7              "
"23000667","1/5","2023","Last Half (Midnight - 8AM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173504005005","6              "
"23002238","1/13","2023","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173507023002","7              "
"23004356","1/25","2023","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173513002001","1              "
"23005547","2/1","2023","Day Shift (8AM - 4PM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173507023003","7              "
"23007946","2/12","2023","First Half (4PM - Midnight)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173501061005","1              "
"23015084","3/23","2023","Day Shift (8AM - 4PM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173501071011","1              "
"23017775","4/4","2023","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501081014","4              "
"23018774","4/9","2023","Day Shift (8AM - 4PM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173511011003","5              "
"23021634","4/22","2023","Last Half (Midnight - 8AM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173508001005","7              "
"23022722","4/26","2023","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173510011000","3              "
"23027323","5/18","2023","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173501071001","1              "
"23028279","5/22","2023","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173502013002","4              "
"23032033","6/9","2023","Day Shift (8AM - 4PM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173512031000","2              "
"23033378","6/15","2023","Day Shift (8AM - 4PM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173501082009","4              "
"23033733","6/16","2023","First Half (4PM - Midnight)","23C","Shoplifting","The unlawful taking of goods or merchandise exposed for sale by a person (other than an employee).","Larceny/Theft Offenses","Crimes against Property","250173515001007","2              "
"23035082","6/23","2023","Day Shift (8AM - 4PM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173514041002","1              "
